,lgM,lg_age
0,10.0,0.2881072888300205
1,10.068965517241379,0.31629909781979415
2,10.137931034482758,0.344490906809568
3,10.206896551724139,0.37268271579934187
4,10.275862068965518,0.4008745247891158
5,10.344827586206897,0.42906633377888936
6,10.413793103448276,0.45725814276866306
7,10.482758620689655,0.48544995175843664
8,10.551724137931034,0.5143818779506172
9,10.620689655172415,0.5556172558170955
10,10.689655172413794,0.6091560853578716
11,10.758620689655173,0.6737821939908486
12,10.827586206896552,0.7263016855302027
13,10.89655172413793,0.7667145599759341
14,10.96551724137931,0.7953953073413631
15,11.03448275862069,0.8185826446102449
16,11.10344827586207,0.83627657178258
17,11.172413793103448,0.8485786542247375
18,11.241379310344827,0.8596015656836629
19,11.310344827586206,0.8693422997730385
20,11.379310344827587,0.8778008564928643
21,11.448275862068966,0.8872578115310983
22,11.517241379310345,0.897739932659878
23,11.586206896551724,0.9092472198792036
24,11.655172413793103,0.9207782684843504
25,11.724137931034482,0.9323093170894968
26,11.793103448275861,0.9438403656946435
27,11.862068965517242,0.95537141429979
28,11.931034482758621,0.9669024629049365
29,12.0,0.978433511510083
